,,,,,Pellgu I Lepencit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lumi,,,Lepenci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kodi i stacionit,,,RV04_011,,,,,,RV04_012,,,,,,,,,,,,,,,,,,,,,,RV04_013,,,,,,,,,,,,,,,,,,,,,
,Vendmostrimi,,,Prevallë Subain,,,,,,Lepenci Kaçanik ,,,,,,,,,,,,,,,,,,,,,,Hani i Elezit,,,,,,,,,,,,,,,,,,,,,
,Viti,2013,,Prill,Tetor,Min,Mes,Max,Numri I mostrave,Mars,Prill,Maj,3mujori I,Qershor,Korrik,Gusht,3mujori II,Shtator,Tetor,Nëntor,3mujori III,Dhjetor,Janar,Shkurt,3mujoriIV,Min,Mes,Max,Median,Devstandart,Numri I mostrave,Mars,Prill,Maj,3mujori I,Qershor,Korrik,Gusht,3mujori II,Shtator,Tetor,Nëntor,3mujori III,Dhjetor,Janar,Shkurt,3mujoriIV,Min,Mes,Max,Median,Devstandart,Numri I mostrave
,Data,,,25.04.2013,08.10.2013,,,,,21.03.2013,25.04.2013,30.05.2013,,,24.07.2013,,,,08.10.2013,,,05.12.2013,31.01.2013,28.02.2013,,,,,,,,21.03.2013,25.04.2013,30.05.2013,,,24.07.2013,,,,08.10.2013,,,05.12.2013,31.01.2013,28.02.2013,,,,,,,
Numri I parametrave,Treguesit ,Simboli ,Njësia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PARAMETRAT FIZIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Ora,h,0:00,12:10,12:00,,,,,15:30,14:45,14:40,,,14:20,,,,10:55,,,10:15,11:05,13:25,,,,,,,,14:30,14:25,13:45,,,13:45,,,,10:10,,,11:00,10:45,13:50,,,,,,,
1002,Moti,M,vrojtim,me diell,diell,,,,,me shi,me diell,me diell,,,diell,,,,diell,,,diell,shi,vranet,,,,,,,,me shi,me diell,me diell,,,diell,,,,diell,,,diell,shi,vranet,,,,,,,
1003,Temperatura e ujit ,Tu,0C,9.4,9.9,9.400,9.650,9.900,2,9.4,14.4,14.1,12.633,,21.1,,21.100,,12.5,,12.500,2.7,3.7,6.2,4.200,2.700,10.513,21.100,10.950,6.226,8,9.6,15,14.9,13.167,,20.6,,20.600,,12.2,,12.200,2.5,4,6.6,4.367,2.500,10.675,20.600,10.900,6.171,8
1004,Temperatura e ajrit,TA,0C,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1005,Aroma ,Ar,nuhatje,pa,pa,0.000,,0.000,0,pa,pa,pa,,,pa,,,,pa,,,pa,pa,pa,,0.000,,0.000,,,0,pa,pa,pa,,,pa,,,,pa,,,pa,pa,pa,,0.000,,0.000,,,0
1006,Ngjyra,Ngj,Co/Pt,,pa,0.000,,0.000,0,,,,,,pa,,,,pa,,,pa,,,,0.000,,0.000,,,0,,,,,,pa,,,,pa,,,pa,,,,0.000,,0.000,,,0
1007,Turbullira,Tur,NTU,11.1,6.7,6.700,8.900,11.100,2,14.2,9.8,8.4,10.800,,10,,10.000,,14.3,,14.300,17.4,15.5,11.9,14.933,8.400,12.688,17.400,13.050,3.153,8,13.3,15.3,5.8,11.467,,10.9,,10.900,,202,,202.000,18,21,12.6,17.200,5.800,37.363,202.000,14.300,66.680,8
1008,Perqueshmëria elektrike,χ,µScm-1,78,205,78.000,141.500,205.000,2,230,194,176,200.000,,283,,283.000,,292,,292.000,260,280,415,318.333,176.000,266.250,415.000,270.000,73.657,8,279,238,227,248.000,,367,,367.000,,377,,377.000,330,380,277,329.000,227.000,309.375,380.000,304.500,62.287,8
1009,Materiet e tretshme në ujë,M.tert.,mg/l,39,103,39.000,71.000,103.000,2,114,96,88,99.333,,190,,190.000,,146,,146.000,130,139,207,158.667,88.000,138.750,207.000,134.500,42.138,8,140,119,113,124.000,,184,,184.000,,178,,178.000,165,192,138,165.000,113.000,153.625,192.000,152.500,30.232,8
1010,Përqëndrimi i jonit hidrogjen,pH,0-14,7.81,8.51,7.810,8.160,8.510,2,8.18,8.21,8.4,8.263,,8.56,,8.560,,8.73,,8.730,,7.15,8.06,7.605,7.150,8.184,8.730,8.210,0.512,7,8.15,8.15,8.35,8.217,,8.81,,8.810,,8.76,,8.760,,7.47,7.97,7.720,7.470,8.237,8.810,8.150,0.464,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Oksigjeni i tretur ,OT,mg/l O2,10.4,,10.400,10.400,10.400,1,8.9,8.35,5.04,7.430,,10.9,,10.900,,,,,6.72,11.45,7.69,8.620,5.040,8.436,11.450,8.350,2.251,7,6.75,4.42,7.04,6.070,,10.7,,10.700,,,,,6.5,8.59,8.95,8.013,4.420,7.564,10.700,7.040,2.032,7
1013,Ngopshmëria me oksigjen,NgO,%,94.3,,94.300,94.300,94.300,1,97.3,86,56.6,79.967,,123.5,,123.500,,,,,53.3,91.6,81.9,75.600,53.300,84.314,123.500,86.000,24.138,7,81.2,45.6,73.9,66.900,,115,,115.000,,,,,48.6,69.8,105,74.467,45.600,77.014,115.000,73.900,26.139,7
1014,Shpenzimi kimik i oksigjenit,SHKO,mg/l O2,1.1,0.15,0.150,0.625,1.100,2,4.2,5.3,2.2,3.900,,4.6,,4.600,,1.9,,1.900,2.9,19.3,3.1,8.433,1.900,5.438,19.300,3.650,5.724,8,3.4,3.1,3.1,3.200,,5.6,,5.600,,29.0,,29.000,6.5,22,10.4,12.967,3.100,10.388,29.000,6.050,9.815,8
1015,Shpenzimi kimik i oksigjenit me dikromat,SHKO-Cr,mg/l O2,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1016,Shpenzimi biokimik i oksigjenit ,SHBO5,mg/l O2,,0.15,0.150,0.150,0.150,1,1.9,3,1.5,2.133,,0.5,,0.500,,0.9,,0.900,1.2,6.3,1.2,2.900,0.500,2.063,6.300,1.350,1.869,8,1.5,1.9,2,1.800,,2.4,,2.400,,13.6,,13.600,2.9,10.2,4.7,5.933,1.500,4.900,13.600,2.650,4.520,8
1017,Shpenzimi biokimik i oksigjenit ,SHBO7,mg/l O2,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1018,Karboni organik total ,KOT,mg/l C,0.9,0.15,0.150,0.525,0.900,2,1.4,2.2,1.2,1.600,,1.4,,1.400,,0.7,,0.700,0.8,6.6,0.9,2.767,0.700,1.900,6.600,1.300,1.957,8,1.1,1.5,1.6,1.400,,1.6,,1.600,,9.1,,9.100,1.9,12.2,3.1,5.733,1.100,4.013,12.200,1.750,4.220,8
1019,Meteriet totale të suspenduara ,MTS,mg/l,0.4,0.15,0.150,0.275,0.400,2,20.6,9.2,10.7,13.500,,6.0,,6.000,,13.10,,13.100,9.90,0.15,15,8.350,0.150,10.581,20.600,10.300,6.076,8,24.2,17.6,16.4,19.400,,10.2,,10.200,,0.15,,0.150,15.90,7.9,13.4,12.400,0.150,13.219,24.200,14.650,7.224,8
1020,Detergjentet ,DET,mg/l,0.15,0.15,0.150,0.150,0.150,2,0.4,1.2,1.2,0.933,,0.15,,0.150,,0.3,,0.300,0.15,0.15,0.15,0.150,0.150,0.463,1.200,0.225,0.464,8,0.7,1.4,1.5,1.200,,0.15,,0.150,,0.15,,0.150,0.3,0.15,0.15,0.200,0.150,0.563,1.500,0.225,0.579,8
1021,Joni nitratet ,NO3-,mg/l,0.15,0.15,0.150,0.150,0.150,2,1.1,,0.15,0.625,,2.4,,2.400,,2.1,,2.100,1.5,3.9,5.7,3.700,0.150,2.407,5.700,2.100,1.862,7,1.8,0.9,0.15,0.950,,6.7,,6.700,,8.9,,8.900,6.7,5.5,11.7,7.967,0.150,5.294,11.700,6.100,4.071,8
1022,Azoti i nitrateve,N-NO3-,mg/l N,0.15,0.15,0.150,0.150,0.150,2,0.249,,0.15,0.199,,0.542,,0.542,,0.475,,0.475,0.339,0.881,1.288,0.836,0.150,0.561,1.288,0.475,0.399,7,0.407,0.203,0.15,0.253,,1.514,,1.514,,2.011,,2.011,1.514,1.243,2.644,1.800,0.150,1.211,2.644,1.379,0.900,8
1023,Joni nitrit ,NO2-,mg/l,0.0045,0.0045,0.005,0.005,0.005,2,0.105,0.0045,0.711,0.274,,0.0045,,0.005,,0.085,,0.085,0.123,0.13,0.098,0.117,0.005,0.158,0.711,0.102,0.229,8,0.155,0.157,0.475,0.262,,0.47,,0.470,,0.403,,0.403,0.143,0.15,0.278,0.190,0.143,0.279,0.475,0.218,0.149,8
